time,I,nv,c1,c2,ar,V_tot,kind,net_type
6,92.5,400,451.562,451.562,395,594,mean,static
6,41.16,400,29.868,29.868,70,68.914,std,static
7,122.56,400,433.125,433.125,395,594,mean,static
7,50.68,400,26.334,26.334,70,68.914,std,static
8,145.16,400,423.5,423.5,395,594,mean,static
8,52.85,400,28.825,28.825,70,68.914,std,static
9,160.28,400,411.281,411.281,395,594,mean,static
9,48.34,400,22.141,22.141,70,68.914,std,static
10,168.97,400,401.625,401.625,395,594,mean,static
10,45.35,400,25.045,25.045,70,68.914,std,static
11,173.22,400,388.156,388.156,395,594,mean,static
11,40.76,400,29.189,29.189,70,68.914,std,static
12,172.22,400,380.406,380.406,395,594,mean,static
12,36.72,400,26.365,26.365,70,68.914,std,static
13,166.22,400,368.219,368.219,395,594,mean,static
13,31.24,400,27.929,27.929,70,68.914,std,static
14,156.22,400,364.094,364.094,395,594,mean,static
14,25.3,400,30.861,30.861,70,68.914,std,static
15,145.59,400,358.219,358.219,395,594,mean,static
15,22.82,400,35.019,35.019,70,68.914,std,static
16,132.25,400,351.438,351.438,395,594,mean,static
16,20.75,400,35.206,35.206,70,68.914,std,static
17,119.75,400,343.312,343.312,395,594,mean,static
17,18.32,400,32.129,32.129,70,68.914,std,static
18,106.97,400,342.438,342.438,395,594,mean,static
18,16.19,400,36.831,36.831,70,68.914,std,static
19,95.84,400,336.438,336.438,395,594,mean,static
19,15.37,400,39.579,39.579,70,68.914,std,static
20,85.62,400,332.562,332.562,395,594,mean,static
20,12.48,400,42.852,42.852,70,68.914,std,static
21,75.41,400,330.875,330.875,395,594,mean,static
21,11.18,400,39.632,39.632,70,68.914,std,static
22,65.47,400,326.344,326.344,395,594,mean,static
22,9.64,400,43.555,43.555,70,68.914,std,static
23,56.75,400,323.688,323.688,395,594,mean,static
23,9.55,400,42.421,42.421,70,68.914,std,static
24,49.72,400,320.5,320.5,395,594,mean,static
24,9.15,400,44.611,44.611,70,68.914,std,static
25,43.72,400,317.75,317.75,395,594,mean,static
25,8.49,400,45.691,45.691,70,68.914,std,static
26,38.69,400,315.312,315.312,395,594,mean,static
26,8.01,400,48.277,48.277,70,68.914,std,static
27,33.38,400,308.219,308.219,395,594,mean,static
27,7.24,400,46.64,46.64,70,68.914,std,static
28,28.88,400,310.719,310.719,395,594,mean,static
28,6.72,400,44.586,44.586,70,68.914,std,static
29,25.12,400,312.125,312.125,395,594,mean,static
29,5.82,400,48.287,48.287,70,68.914,std,static
30,21.25,400,306.438,306.438,395,594,mean,static
30,5.9,400,46.083,46.083,70,68.914,std,static
31,18.47,400,308.938,308.938,395,594,mean,static
31,5.1,400,47.574,47.574,70,68.914,std,static
32,15.84,400,306.375,306.375,395,594,mean,static
32,4.78,400,47.125,47.125,70,68.914,std,static
33,13.56,400,302.781,302.781,395,594,mean,static
33,4.66,400,47.358,47.358,70,68.914,std,static
34,11.34,400,302.469,302.469,395,594,mean,static
34,3.81,400,48.707,48.707,70,68.914,std,static
35,9.75,400,300.656,300.656,395,594,mean,static
35,3.47,400,47.154,47.154,70,68.914,std,static
36,8.03,400,299.281,299.281,395,594,mean,static
36,3.21,400,46.258,46.258,70,68.914,std,static
37,6.91,400,296.781,296.781,395,594,mean,static
37,2.87,400,49.854,49.854,70,68.914,std,static
38,5.91,400,297.344,297.344,395,594,mean,static
38,2.53,400,49.177,49.177,70,68.914,std,static
39,5.25,400,296.75,296.75,395,594,mean,static
39,2.37,400,48.021,48.021,70,68.914,std,static
40,4.62,400,294.938,294.938,395,594,mean,static
40,2.25,400,49.455,49.455,70,68.914,std,static
41,3.97,400,294.906,294.906,395,594,mean,static
41,2.23,400,51.216,51.216,70,68.914,std,static
0,5.0,400,0.0,0.0,417,564,mean,dynamic
0,0.0,400,0.0,0.0,50,46.414,std,dynamic
1,7.75,400,190.062,190.062,417,564,mean,dynamic
1,2.25,400,20.126,20.126,50,46.414,std,dynamic
2,12.53,400,247.781,247.781,417,564,mean,dynamic
2,6.15,400,24.359,24.359,50,46.414,std,dynamic
3,21.5,400,276.812,276.812,417,564,mean,dynamic
3,12.28,400,18.404,18.404,50,46.414,std,dynamic
4,35.34,400,293.625,293.625,417,564,mean,dynamic
4,22.31,400,22.131,22.131,50,46.414,std,dynamic
5,54.81,400,290.875,290.875,417,564,mean,dynamic
5,32.42,400,21.581,21.581,50,46.414,std,dynamic
6,77.25,400,290.062,290.062,417,564,mean,dynamic
6,41.65,400,15.791,15.791,50,46.414,std,dynamic
7,98.28,400,284.125,284.125,417,564,mean,dynamic
7,47.34,400,16.064,16.064,50,46.414,std,dynamic
8,123.12,400,285.938,285.938,417,564,mean,dynamic
8,52.19,400,17.326,17.326,50,46.414,std,dynamic
9,143.81,400,280.469,280.469,417,564,mean,dynamic
9,50.3,400,18.057,18.057,50,46.414,std,dynamic
10,162.28,400,278.656,278.656,417,564,mean,dynamic
10,44.91,400,17.231,17.231,50,46.414,std,dynamic
11,174.44,400,269.781,269.781,417,564,mean,dynamic
11,39.15,400,18.454,18.454,50,46.414,std,dynamic
12,177.75,400,267.781,267.781,417,564,mean,dynamic
12,32.42,400,21.382,21.382,50,46.414,std,dynamic
13,175.25,400,265.844,265.844,417,564,mean,dynamic
13,27.88,400,21.063,21.063,50,46.414,std,dynamic
14,168.84,400,262.844,262.844,417,564,mean,dynamic
14,22.15,400,19.071,19.071,50,46.414,std,dynamic
15,159.81,400,262.719,262.719,417,564,mean,dynamic
15,17.67,400,26.744,26.744,50,46.414,std,dynamic
16,148.72,400,257.75,257.75,417,564,mean,dynamic
16,16.12,400,20.488,20.488,50,46.414,std,dynamic
17,136.66,400,258.344,258.344,417,564,mean,dynamic
17,15.74,400,24.715,24.715,50,46.414,std,dynamic
18,124.81,400,255.875,255.875,417,564,mean,dynamic
18,16.72,400,28.708,28.708,50,46.414,std,dynamic
19,111.62,400,257.781,257.781,417,564,mean,dynamic
19,15.41,400,29.187,29.187,50,46.414,std,dynamic
20,98.84,400,256.156,256.156,417,564,mean,dynamic
20,15.49,400,25.282,25.282,50,46.414,std,dynamic
21,88.34,400,258.094,258.094,417,564,mean,dynamic
21,14.86,400,27.03,27.03,50,46.414,std,dynamic
22,78.84,400,252.656,252.656,417,564,mean,dynamic
22,13.5,400,27.854,27.854,50,46.414,std,dynamic
23,68.69,400,253.312,253.312,417,564,mean,dynamic
23,12.22,400,31.993,31.993,50,46.414,std,dynamic
24,60.28,400,254.25,254.25,417,564,mean,dynamic
24,11.3,400,32.034,32.034,50,46.414,std,dynamic
25,52.5,400,252.719,252.719,417,564,mean,dynamic
25,10.62,400,32.017,32.017,50,46.414,std,dynamic
26,46.22,400,253.0,253.0,417,564,mean,dynamic
26,9.9,400,30.89,30.89,50,46.414,std,dynamic
27,40.31,400,252.438,252.438,417,564,mean,dynamic
27,9.07,400,30.485,30.485,50,46.414,std,dynamic
28,35.34,400,253.031,253.031,417,564,mean,dynamic
28,8.08,400,34.508,34.508,50,46.414,std,dynamic
29,30.62,400,252.5,252.5,417,564,mean,dynamic
29,6.92,400,33.334,33.334,50,46.414,std,dynamic
30,26.5,400,251.344,251.344,417,564,mean,dynamic
30,7.15,400,31.672,31.672,50,46.414,std,dynamic
31,23.16,400,248.938,248.938,417,564,mean,dynamic
31,6.59,400,31.701,31.701,50,46.414,std,dynamic
32,20.19,400,252.312,252.312,417,564,mean,dynamic
32,5.84,400,33.156,33.156,50,46.414,std,dynamic
33,17.59,400,252.875,252.875,417,564,mean,dynamic
33,5.38,400,33.94,33.94,50,46.414,std,dynamic
34,15.44,400,251.625,251.625,417,564,mean,dynamic
34,4.75,400,31.984,31.984,50,46.414,std,dynamic
35,13.03,400,250.812,250.812,417,564,mean,dynamic
35,4.36,400,33.708,33.708,50,46.414,std,dynamic
36,11.31,400,248.812,248.812,417,564,mean,dynamic
36,4.21,400,34.614,34.614,50,46.414,std,dynamic
37,10.09,400,249.625,249.625,417,564,mean,dynamic
37,4.05,400,36.994,36.994,50,46.414,std,dynamic
38,8.38,400,252.375,252.375,417,564,mean,dynamic
38,3.53,400,35.889,35.889,50,46.414,std,dynamic
39,7.19,400,247.562,247.562,417,564,mean,dynamic
39,2.98,400,37.442,37.442,50,46.414,std,dynamic
40,6.25,400,248.781,248.781,417,564,mean,dynamic
40,2.4,400,38.023,38.023,50,46.414,std,dynamic
41,5.47,400,248.375,248.375,417,564,mean,dynamic
41,2.11,400,36.874,36.874,50,46.414,std,dynamic
42,4.69,400,249.906,249.906,417,564,mean,dynamic
42,1.88,400,37.379,37.379,50,46.414,std,dynamic
43,4.28,400,249.25,249.25,417,564,mean,dynamic
43,1.72,400,34.146,34.146,50,46.414,std,dynamic
44,3.91,400,246.906,246.906,417,564,mean,dynamic
44,1.68,400,38.52,38.52,50,46.414,std,dynamic
45,3.06,400,249.875,249.875,417,564,mean,dynamic
45,1.37,400,37.516,37.516,50,46.414,std,dynamic
46,2.56,400,246.062,246.062,417,564,mean,dynamic
46,1.32,400,39.156,39.156,50,46.414,std,dynamic
47,2.03,400,245.625,245.625,417,564,mean,dynamic
47,1.31,400,39.42,39.42,50,46.414,std,dynamic
0,5.0,500,0.0,0.0,445,542,mean,static
0,0.0,500,0.0,0.0,77,77.601,std,static
1,8.47,500,319.938,319.938,445,542,mean,static
1,1.9,500,22.59,22.59,77,77.601,std,static
2,19.22,500,429.156,429.156,445,542,mean,static
2,7.24,500,25.08,25.08,77,77.601,std,static
3,36.69,500,479.875,479.875,445,542,mean,static
3,17.26,500,26.312,26.312,77,77.601,std,static
4,58.69,500,488.031,488.031,445,542,mean,static
4,26.78,500,26.324,26.324,77,77.601,std,static
5,89.84,500,489.344,489.344,445,542,mean,static
5,37.51,500,28.73,28.73,77,77.601,std,static
6,121.16,500,483.312,483.312,445,542,mean,static
6,46.27,500,28.737,28.737,77,77.601,std,static
7,153.0,500,466.969,466.969,445,542,mean,static
7,56.4,500,29.064,29.064,77,77.601,std,static
8,178.56,500,462.469,462.469,445,542,mean,static
8,57.15,500,32.809,32.809,77,77.601,std,static
9,192.44,500,444.5,444.5,445,542,mean,static
9,55.99,500,36.617,36.617,77,77.601,std,static
10,198.78,500,434.5,434.5,445,542,mean,static
10,53.17,500,36.341,36.341,77,77.601,std,static
11,199.19,500,427.188,427.188,445,542,mean,static
11,46.75,500,40.717,40.717,77,77.601,std,static
12,190.75,500,419.094,419.094,445,542,mean,static
12,39.36,500,38.961,38.961,77,77.601,std,static
13,181.72,500,410.0,410.0,445,542,mean,static
13,34.94,500,42.202,42.202,77,77.601,std,static
14,171.03,500,404.562,404.562,445,542,mean,static
14,29.73,500,44.268,44.268,77,77.601,std,static
15,159.47,500,397.344,397.344,445,542,mean,static
15,25.84,500,46.899,46.899,77,77.601,std,static
16,144.97,500,388.719,388.719,445,542,mean,static
16,22.78,500,49.375,49.375,77,77.601,std,static
17,131.47,500,384.219,384.219,445,542,mean,static
17,18.76,500,46.496,46.496,77,77.601,std,static
18,117.59,500,380.625,380.625,445,542,mean,static
18,16.16,500,54.163,54.163,77,77.601,std,static
19,103.41,500,383.344,383.344,445,542,mean,static
19,13.98,500,55.995,55.995,77,77.601,std,static
20,90.81,500,375.75,375.75,445,542,mean,static
20,12.16,500,53.631,53.631,77,77.601,std,static
21,80.97,500,372.5,372.5,445,542,mean,static
21,10.56,500,49.559,49.559,77,77.601,std,static
22,70.41,500,369.156,369.156,445,542,mean,static
22,9.16,500,55.272,55.272,77,77.601,std,static
23,62.47,500,367.688,367.688,445,542,mean,static
23,7.75,500,55.505,55.505,77,77.601,std,static
24,55.31,500,367.938,367.938,445,542,mean,static
24,7.38,500,54.751,54.751,77,77.601,std,static
25,48.81,500,365.062,365.062,445,542,mean,static
25,7.29,500,57.337,57.337,77,77.601,std,static
26,42.25,500,362.375,362.375,445,542,mean,static
26,6.81,500,59.206,59.206,77,77.601,std,static
27,35.81,500,360.406,360.406,445,542,mean,static
27,6.53,500,60.506,60.506,77,77.601,std,static
28,30.78,500,358.562,358.562,445,542,mean,static
28,6.29,500,62.251,62.251,77,77.601,std,static
29,27.03,500,356.281,356.281,445,542,mean,static
29,5.71,500,62.272,62.272,77,77.601,std,static
30,23.62,500,357.031,357.031,445,542,mean,static
30,5.1,500,61.778,61.778,77,77.601,std,static
31,20.19,500,353.625,353.625,445,542,mean,static
31,4.67,500,62.227,62.227,77,77.601,std,static
32,17.16,500,350.125,350.125,445,542,mean,static
32,4.03,500,59.841,59.841,77,77.601,std,static
33,15.34,500,349.125,349.125,445,542,mean,static
33,4.39,500,59.554,59.554,77,77.601,std,static
34,13.28,500,348.625,348.625,445,542,mean,static
34,4.16,500,60.448,60.448,77,77.601,std,static
35,11.72,500,346.062,346.062,445,542,mean,static
35,3.66,500,58.254,58.254,77,77.601,std,static
36,10.19,500,346.0,346.0,445,542,mean,static
36,3.6,500,60.822,60.822,77,77.601,std,static
37,8.75,500,344.906,344.906,445,542,mean,static
37,3.14,500,60.048,60.048,77,77.601,std,static
38,7.75,500,344.531,344.531,445,542,mean,static
38,3.06,500,62.228,62.228,77,77.601,std,static
39,6.66,500,341.094,341.094,445,542,mean,static
39,2.9,500,63.179,63.179,77,77.601,std,static
40,5.72,500,340.625,340.625,445,542,mean,static
40,2.64,500,62.951,62.951,77,77.601,std,static
41,4.69,500,339.719,339.719,445,542,mean,static
41,2.42,500,63.967,63.967,77,77.601,std,static
0,5.0,500,0.0,0.0,442,539,mean,dynamic
0,0.0,500,0.0,0.0,57,52.655,std,dynamic
1,8.12,500,200.0,200.0,442,539,mean,dynamic
1,1.67,500,20.884,20.884,57,52.655,std,dynamic
2,13.81,500,251.812,251.812,442,539,mean,dynamic
2,4.67,500,23.49,23.49,57,52.655,std,dynamic
3,23.03,500,290.812,290.812,442,539,mean,dynamic
3,9.63,500,24.103,24.103,57,52.655,std,dynamic
4,37.94,500,298.094,298.094,442,539,mean,dynamic
4,17.47,500,21.946,21.946,57,52.655,std,dynamic
5,61.62,500,309.75,309.75,442,539,mean,dynamic
5,27.66,500,24.184,24.184,57,52.655,std,dynamic
6,90.62,500,311.188,311.188,442,539,mean,dynamic
6,40.36,500,24.002,24.002,57,52.655,std,dynamic
7,118.09,500,307.719,307.719,442,539,mean,dynamic
7,48.97,500,20.646,20.646,57,52.655,std,dynamic
8,145.97,500,305.281,305.281,442,539,mean,dynamic
8,54.56,500,21.439,21.439,57,52.655,std,dynamic
9,168.84,500,301.594,301.594,442,539,mean,dynamic
9,56.81,500,17.932,17.932,57,52.655,std,dynamic
10,184.19,500,296.531,296.531,442,539,mean,dynamic
10,51.07,500,20.433,20.433,57,52.655,std,dynamic
11,191.09,500,295.656,295.656,442,539,mean,dynamic
11,43.91,500,18.642,18.642,57,52.655,std,dynamic
12,185.94,500,293.094,293.094,442,539,mean,dynamic
12,36.77,500,22.009,22.009,57,52.655,std,dynamic
13,181.88,500,293.281,293.281,442,539,mean,dynamic
13,30.32,500,23.97,23.97,57,52.655,std,dynamic
14,172.56,500,288.906,288.906,442,539,mean,dynamic
14,24.09,500,25.817,25.817,57,52.655,std,dynamic
15,161.09,500,286.719,286.719,442,539,mean,dynamic
15,18.73,500,23.418,23.418,57,52.655,std,dynamic
16,151.28,500,283.781,283.781,442,539,mean,dynamic
16,15.13,500,24.657,24.657,57,52.655,std,dynamic
17,138.28,500,279.562,279.562,442,539,mean,dynamic
17,14.45,500,28.368,28.368,57,52.655,std,dynamic
18,124.31,500,279.656,279.656,442,539,mean,dynamic
18,11.06,500,29.677,29.677,57,52.655,std,dynamic
19,111.41,500,278.875,278.875,442,539,mean,dynamic
19,10.95,500,29.258,29.258,57,52.655,std,dynamic
20,98.47,500,277.469,277.469,442,539,mean,dynamic
20,10.87,500,25.642,25.642,57,52.655,std,dynamic
21,88.12,500,279.625,279.625,442,539,mean,dynamic
21,8.9,500,26.481,26.481,57,52.655,std,dynamic
22,78.28,500,273.375,273.375,442,539,mean,dynamic
22,9.16,500,30.707,30.707,57,52.655,std,dynamic
23,68.38,500,277.062,277.062,442,539,mean,dynamic
23,9.28,500,32.156,32.156,57,52.655,std,dynamic
24,59.62,500,278.5,278.5,442,539,mean,dynamic
24,9.88,500,33.601,33.601,57,52.655,std,dynamic
25,51.19,500,277.844,277.844,442,539,mean,dynamic
25,8.76,500,34.131,34.131,57,52.655,std,dynamic
26,44.41,500,277.75,277.75,442,539,mean,dynamic
26,8.2,500,35.305,35.305,57,52.655,std,dynamic
27,39.25,500,275.531,275.531,442,539,mean,dynamic
27,7.62,500,33.281,33.281,57,52.655,std,dynamic
28,34.38,500,274.219,274.219,442,539,mean,dynamic
28,6.88,500,34.481,34.481,57,52.655,std,dynamic
29,29.91,500,272.344,272.344,442,539,mean,dynamic
29,6.28,500,36.719,36.719,57,52.655,std,dynamic
30,25.94,500,273.688,273.688,442,539,mean,dynamic
30,5.25,500,33.331,33.331,57,52.655,std,dynamic
31,22.38,500,268.875,268.875,442,539,mean,dynamic
31,4.81,500,34.996,34.996,57,52.655,std,dynamic
32,19.72,500,273.156,273.156,442,539,mean,dynamic
32,4.5,500,35.151,35.151,57,52.655,std,dynamic
33,17.28,500,274.938,274.938,442,539,mean,dynamic
33,4.19,500,40.602,40.602,57,52.655,std,dynamic
34,14.66,500,275.031,275.031,442,539,mean,dynamic
34,3.65,500,34.665,34.665,57,52.655,std,dynamic
35,12.69,500,273.594,273.594,442,539,mean,dynamic
35,3.43,500,36.829,36.829,57,52.655,std,dynamic
36,11.03,500,273.594,273.594,442,539,mean,dynamic
36,3.78,500,37.811,37.811,57,52.655,std,dynamic
37,9.53,500,273.312,273.312,442,539,mean,dynamic
37,3.88,500,37.312,37.312,57,52.655,std,dynamic
38,8.16,500,272.938,272.938,442,539,mean,dynamic
38,3.25,500,39.319,39.319,57,52.655,std,dynamic
39,6.91,500,273.594,273.594,442,539,mean,dynamic
39,2.71,500,37.463,37.463,57,52.655,std,dynamic
40,6.25,500,272.188,272.188,442,539,mean,dynamic
40,2.72,500,39.579,39.579,57,52.655,std,dynamic
41,5.31,500,271.812,271.812,442,539,mean,dynamic
41,2.32,500,40.719,40.719,57,52.655,std,dynamic
42,4.59,500,272.281,272.281,442,539,mean,dynamic
42,2.23,500,42.37,42.37,57,52.655,std,dynamic
43,3.81,500,271.5,271.5,442,539,mean,dynamic
43,1.91,500,40.76,40.76,57,52.655,std,dynamic
0,5.0,600,0.0,0.0,499,486,mean,static
0,0.0,600,0.0,0.0,52,49.917,std,static
1,9.41,600,347.75,347.75,499,486,mean,static
1,2.56,600,25.285,25.285,52,49.917,std,static
2,20.31,600,460.938,460.938,499,486,mean,static
2,8.35,600,27.913,27.913,52,49.917,std,static
3,37.34,600,514.156,514.156,499,486,mean,static
3,16.01,600,20.069,20.069,52,49.917,std,static
4,59.88,600,521.25,521.25,499,486,mean,static
4,23.15,600,18.551,18.551,52,49.917,std,static
5,93.16,600,532.781,532.781,499,486,mean,static
5,32.37,600,19.791,19.791,52,49.917,std,static
6,130.41,600,532.0,532.0,499,486,mean,static
6,39.97,600,21.193,21.193,52,49.917,std,static
7,167.25,600,516.844,516.844,499,486,mean,static
7,44.55,600,23.6,23.6,52,49.917,std,static
8,197.31,600,508.625,508.625,499,486,mean,static
8,42.1,600,21.542,21.542,52,49.917,std,static
9,216.34,600,499.406,499.406,499,486,mean,static
9,40.25,600,24.179,24.179,52,49.917,std,static
10,226.53,600,486.094,486.094,499,486,mean,static
10,36.44,600,25.668,25.668,52,49.917,std,static
11,228.78,600,474.844,474.844,499,486,mean,static
11,34.74,600,25.608,25.608,52,49.917,std,static
12,222.16,600,468.719,468.719,499,486,mean,static
12,27.26,600,27.707,27.707,52,49.917,std,static
13,212.38,600,468.344,468.344,499,486,mean,static
13,22.78,600,31.93,31.93,52,49.917,std,static
14,197.19,600,455.5,455.5,499,486,mean,static
14,19.99,600,33.138,33.138,52,49.917,std,static
15,179.53,600,453.219,453.219,499,486,mean,static
15,18.19,600,28.149,28.149,52,49.917,std,static
16,163.81,600,446.906,446.906,499,486,mean,static
16,16.18,600,30.185,30.185,52,49.917,std,static
17,147.66,600,437.156,437.156,499,486,mean,static
17,14.8,600,28.763,28.763,52,49.917,std,static
18,131.38,600,440.375,440.375,499,486,mean,static
18,12.86,600,35.682,35.682,52,49.917,std,static
19,117.72,600,437.125,437.125,499,486,mean,static
19,12.74,600,36.734,36.734,52,49.917,std,static
20,104.06,600,428.812,428.812,499,486,mean,static
20,12.46,600,35.856,35.856,52,49.917,std,static
21,91.25,600,427.719,427.719,499,486,mean,static
21,12.0,600,32.768,32.768,52,49.917,std,static
22,79.5,600,425.0,425.0,499,486,mean,static
22,10.96,600,39.656,39.656,52,49.917,std,static
23,69.38,600,421.125,421.125,499,486,mean,static
23,10.03,600,37.693,37.693,52,49.917,std,static
24,61.62,600,421.875,421.875,499,486,mean,static
24,8.67,600,35.518,35.518,52,49.917,std,static
25,53.66,600,424.438,424.438,499,486,mean,static
25,8.23,600,39.283,39.283,52,49.917,std,static
26,46.81,600,417.375,417.375,499,486,mean,static
26,7.33,600,37.083,37.083,52,49.917,std,static
27,41.28,600,417.062,417.062,499,486,mean,static
27,6.78,600,38.66,38.66,52,49.917,std,static
28,35.72,600,415.0,415.0,499,486,mean,static
28,6.29,600,38.385,38.385,52,49.917,std,static
29,30.69,600,413.75,413.75,499,486,mean,static
29,5.89,600,38.421,38.421,52,49.917,std,static
30,26.53,600,412.844,412.844,499,486,mean,static
30,5.35,600,40.105,40.105,52,49.917,std,static
31,22.75,600,412.469,412.469,499,486,mean,static
31,5.18,600,40.502,40.502,52,49.917,std,static
32,19.16,600,410.562,410.562,499,486,mean,static
32,4.5,600,36.999,36.999,52,49.917,std,static
33,16.5,600,405.719,405.719,499,486,mean,static
33,4.45,600,38.113,38.113,52,49.917,std,static
34,13.97,600,406.281,406.281,499,486,mean,static
34,4.1,600,39.43,39.43,52,49.917,std,static
35,12.25,600,400.594,400.594,499,486,mean,static
35,3.83,600,38.345,38.345,52,49.917,std,static
36,10.19,600,403.75,403.75,499,486,mean,static
36,3.2,600,39.913,39.913,52,49.917,std,static
37,8.62,600,400.312,400.312,499,486,mean,static
37,3.02,600,41.227,41.227,52,49.917,std,static
38,7.38,600,403.719,403.719,499,486,mean,static
38,2.87,600,39.316,39.316,52,49.917,std,static
39,6.25,600,398.938,398.938,499,486,mean,static
39,2.73,600,40.6,40.6,52,49.917,std,static
40,5.59,600,401.062,401.062,499,486,mean,static
40,2.64,600,41.682,41.682,52,49.917,std,static
41,4.88,600,399.469,399.469,499,486,mean,static
41,2.25,600,40.863,40.863,52,49.917,std,static
42,4.34,600,400.25,400.25,499,486,mean,static
42,1.95,600,39.629,39.629,52,49.917,std,static
43,3.72,600,398.781,398.781,499,486,mean,static
43,1.82,600,43.955,43.955,52,49.917,std,static
44,3.19,600,397.781,397.781,499,486,mean,static
44,1.7,600,41.107,41.107,52,49.917,std,static
0,5.0,600,0.0,0.0,485,497,mean,dynamic
0,0.0,600,0.0,0.0,61,55.758,std,dynamic
1,8.06,600,209.906,209.906,485,497,mean,dynamic
1,2.69,600,21.303,21.303,61,55.758,std,dynamic
2,15.41,600,271.281,271.281,485,497,mean,dynamic
2,7.03,600,22.401,22.401,61,55.758,std,dynamic
3,27.09,600,306.469,306.469,485,497,mean,dynamic
3,13.68,600,23.13,23.13,61,55.758,std,dynamic
4,43.06,600,318.469,318.469,485,497,mean,dynamic
4,22.85,600,19.405,19.405,61,55.758,std,dynamic
5,70.53,600,325.344,325.344,485,497,mean,dynamic
5,35.77,600,21.128,21.128,61,55.758,std,dynamic
6,100.69,600,326.156,326.156,485,497,mean,dynamic
6,46.34,600,20.059,20.059,61,55.758,std,dynamic
7,134.66,600,331.906,331.906,485,497,mean,dynamic
7,55.16,600,22.672,22.672,61,55.758,std,dynamic
8,164.31,600,324.219,324.219,485,497,mean,dynamic
8,54.87,600,20.101,20.101,61,55.758,std,dynamic
9,187.09,600,320.812,320.812,485,497,mean,dynamic
9,57.98,600,21.64,21.64,61,55.758,std,dynamic
10,204.44,600,319.969,319.969,485,497,mean,dynamic
10,50.13,600,22.818,22.818,61,55.758,std,dynamic
11,207.69,600,318.812,318.812,485,497,mean,dynamic
11,42.79,600,23.646,23.646,61,55.758,std,dynamic
12,207.69,600,317.906,317.906,485,497,mean,dynamic
12,34.55,600,20.564,20.564,61,55.758,std,dynamic
13,202.38,600,315.594,315.594,485,497,mean,dynamic
13,28.89,600,26.008,26.008,61,55.758,std,dynamic
14,190.94,600,309.875,309.875,485,497,mean,dynamic
14,24.71,600,25.55,25.55,61,55.758,std,dynamic
15,179.56,600,310.031,310.031,485,497,mean,dynamic
15,21.18,600,29.033,29.033,61,55.758,std,dynamic
16,165.28,600,314.406,314.406,485,497,mean,dynamic
16,17.03,600,30.578,30.578,61,55.758,std,dynamic
17,149.81,600,309.406,309.406,485,497,mean,dynamic
17,14.95,600,28.498,28.498,61,55.758,std,dynamic
18,134.62,600,316.562,316.562,485,497,mean,dynamic
18,14.04,600,33.001,33.001,61,55.758,std,dynamic
19,121.12,600,313.938,313.938,485,497,mean,dynamic
19,13.43,600,35.039,35.039,61,55.758,std,dynamic
20,108.91,600,310.781,310.781,485,497,mean,dynamic
20,12.22,600,33.313,33.313,61,55.758,std,dynamic
21,96.81,600,311.969,311.969,485,497,mean,dynamic
21,11.57,600,34.541,34.541,61,55.758,std,dynamic
22,86.38,600,309.188,309.188,485,497,mean,dynamic
22,9.98,600,38.07,38.07,61,55.758,std,dynamic
23,76.28,600,312.594,312.594,485,497,mean,dynamic
23,10.04,600,34.69,34.69,61,55.758,std,dynamic
24,66.59,600,313.219,313.219,485,497,mean,dynamic
24,8.82,600,38.015,38.015,61,55.758,std,dynamic
25,57.06,600,316.562,316.562,485,497,mean,dynamic
25,8.11,600,39.279,39.279,61,55.758,std,dynamic
26,50.5,600,315.219,315.219,485,497,mean,dynamic
26,8.22,600,40.181,40.181,61,55.758,std,dynamic
27,44.03,600,313.781,313.781,485,497,mean,dynamic
27,7.61,600,40.312,40.312,61,55.758,std,dynamic
28,38.25,600,312.719,312.719,485,497,mean,dynamic
28,7.18,600,36.95,36.95,61,55.758,std,dynamic
29,32.38,600,314.031,314.031,485,497,mean,dynamic
29,7.06,600,39.014,39.014,61,55.758,std,dynamic
30,27.62,600,316.156,316.156,485,497,mean,dynamic
30,6.32,600,45.383,45.383,61,55.758,std,dynamic
31,23.88,600,313.781,313.781,485,497,mean,dynamic
31,5.97,600,46.171,46.171,61,55.758,std,dynamic
32,20.97,600,312.938,312.938,485,497,mean,dynamic
32,5.28,600,42.154,42.154,61,55.758,std,dynamic
33,18.06,600,310.125,310.125,485,497,mean,dynamic
33,4.77,600,42.556,42.556,61,55.758,std,dynamic
34,15.09,600,310.969,310.969,485,497,mean,dynamic
34,4.75,600,43.236,43.236,61,55.758,std,dynamic
35,13.41,600,311.844,311.844,485,497,mean,dynamic
35,4.56,600,42.988,42.988,61,55.758,std,dynamic
36,11.09,600,314.875,314.875,485,497,mean,dynamic
36,4.34,600,46.3,46.3,61,55.758,std,dynamic
37,9.91,600,314.594,314.594,485,497,mean,dynamic
37,4.16,600,40.271,40.271,61,55.758,std,dynamic
38,8.69,600,316.219,316.219,485,497,mean,dynamic
38,3.51,600,45.317,45.317,61,55.758,std,dynamic
39,7.62,600,315.406,315.406,485,497,mean,dynamic
39,3.19,600,45.804,45.804,61,55.758,std,dynamic
40,6.81,600,313.031,313.031,485,497,mean,dynamic
40,2.75,600,46.394,46.394,61,55.758,std,dynamic
41,5.94,600,313.188,313.188,485,497,mean,dynamic
41,2.37,600,48.022,48.022,61,55.758,std,dynamic
42,5.0,600,316.438,316.438,485,497,mean,dynamic
42,2.11,600,45.576,45.576,61,55.758,std,dynamic
